igre,disciplina,mesto,drzava,ime,rezultat
St Moritz 1948,500m-men,14,FIN,Antero Ojala,44.800
St Moritz 1948,500m-men,16,FIN,Lauri Parkkinen,45.200
St Moritz 1948,500m-men,17,CAN,Gordon Audley,45.300
St Moritz 1948,500m-men,17,FIN,Kalevi Laitinen,45.300
St Moritz 1948,500m-men,19,CAN,Abraham Hardy,45.500
St Moritz 1948,500m-men,20,SWE,Göthe Hedlund,45.600
St Moritz 1948,500m-men,21,KOR,Young Chin Choi,45.700
St Moritz 1948,500m-men,21,HUN,Kornel Pajor,45.700
St Moritz 1948,500m-men,23,NED,Aad De Koning,45.900
St Moritz 1948,500m-men,23,KOR,Hyo Chang Lee,45.900
St Moritz 1948,500m-men,25,GBR,John Dennis Cronshey,46.000
St Moritz 1948,500m-men,26,TCH,Vladimir Kolar,46.100
St Moritz 1948,500m-men,27,NED,Anton Huiskes,46.200
St Moritz 1948,500m-men,28,NED,Cornelis Broekman,46.300
St Moritz 1948,500m-men,29,DEN,Aage Justesen,46.400
St Moritz 1948,500m-men,29,NED,Jan Langedijk,46.400
St Moritz 1948,500m-men,29,GBR,Bruce Peppin,46.400
St Moritz 1948,500m-men,32,GBR,Dennis Blundell,46.500
St Moritz 1948,500m-men,32,ITA,Enrico Musolino,46.500
St Moritz 1948,500m-men,34,HUN,Akos Elefky,46.800
St Moritz 1948,500m-men,35,GBR,Henry James Howes,46.900
St Moritz 1948,500m-men,36,ITA,Giorgio Cattaneo,47.200
St Moritz 1948,500m-men,37,HUN,Ivan Ruttkay,47.400
St Moritz 1948,500m-men,37,AUT,Gustav Slanec,47.400
St Moritz 1948,500m-men,39,SUI,Rudolf Kleiner,47.800
St Moritz 1948,500m-men,40,BEL,Pierre Huylebroeck,48.300
St Moritz 1948,500m-men,41,AUT,Ferdinand Preindl,48.700
St Moritz 1948,1500m-men,1,NOR,Sverre Farstad,00:02:17.600
St Moritz 1948,1500m-men,2,SWE,Ake Seyffarth,00:02:18.100
St Moritz 1948,1500m-men,3,NOR,Odd Lundberg,00:02:18.900
St Moritz 1948,1500m-men,4,FIN,Lauri Parkkinen,00:02:19.600
St Moritz 1948,1500m-men,5,SWE,Gustav Harry Jansson,00:02:20.000
St Moritz 1948,1500m-men,6,USA,John Roland Werket,00:02:20.200
St Moritz 1948,1500m-men,7,FIN,Kalevi Laitinen,00:02:20.300
St Moritz 1948,1500m-men,8,SWE,Göthe Hedlund,00:02:20.700
St Moritz 1948,1500m-men,9,NED,Cornelis Broekman,00:02:21.000
St Moritz 1948,1500m-men,10,NOR,Gunnar Konsmo,00:02:21.200
St Moritz 1948,1500m-men,10,HUN,Ivan Ruttkay,00:02:21.200
St Moritz 1948,1500m-men,12,FIN,Antero Ojala,00:02:21.400
St Moritz 1948,1500m-men,13,NED,Jan Langedijk,00:02:21.900
St Moritz 1948,1500m-men,14,HUN,Kornel Pajor,00:02:22.200
St Moritz 1948,1500m-men,15,HUN,Janos Kilian,00:02:22.500
St Moritz 1948,1500m-men,16,NOR,Ivar Martinsen,00:02:22.600
St Moritz 1948,1500m-men,17,SWE,Mats Bolmstedt,00:02:22.800
St Moritz 1948,1500m-men,18,GBR,Henry James Howes,00:02:23.000
St Moritz 1948,1500m-men,19,KOR,Hyo Chang Lee,00:02:23.300
St Moritz 1948,1500m-men,20,USA,Raymond Edward Blum,00:02:23.400
St Moritz 1948,1500m-men,21,FIN,Pentti Lammio,00:02:23.900
St Moritz 1948,1500m-men,22,USA,Kenneth Henry,00:02:24.600
St Moritz 1948,1500m-men,23,GBR,Bruce Peppin,00:02:24.700
St Moritz 1948,1500m-men,24,NED,Anton Huiskes,00:02:25.000
St Moritz 1948,1500m-men,25,NED,Aad De Koning,00:02:25.300
St Moritz 1948,1500m-men,26,TCH,Vladimir Kolar,00:02:25.600
St Moritz 1948,1500m-men,27,CAN,Frank Stack,00:02:25.700
St Moritz 1948,1500m-men,28,USA,Robert Fitzgerald,00:02:27.000
St Moritz 1948,1500m-men,29,CAN,Abraham Hardy,00:02:28.500
St Moritz 1948,1500m-men,30,GBR,Dennis Blundell,00:02:29.200
St Moritz 1948,1500m-men,31,KOR,Young Chin Choi,00:02:29.800
St Moritz 1948,1500m-men,32,CAN,Gordon Audley,00:02:30.000
St Moritz 1948,1500m-men,32,ITA,Enrico Musolino,00:02:30.000
St Moritz 1948,1500m-men,34,ITA,Giorgio Cattaneo,00:02:30.500
St Moritz 1948,1500m-men,34,SUI,Hans Peter Vogt,00:02:30.500
St Moritz 1948,1500m-men,36,ITA,Guido Caroli,00:02:30.900
St Moritz 1948,1500m-men,36,KOR,Chung Kook Lee,00:02:30.900
St Moritz 1948,1500m-men,38,AUT,Max Stiepl,00:02:31.200
St Moritz 1948,1500m-men,39,HUN,Gedeon Ladanji,00:02:31.300
St Moritz 1948,1500m-men,40,AUT,Gustav Slanec,00:02:31.900
St Moritz 1948,1500m-men,41,GBR,Thomas Ross,00:02:32.600
St Moritz 1948,1500m-men,42,SUI,Rudolf Kleiner,00:02:33.000
St Moritz 1948,1500m-men,43,SUI,Sepp Rogger,00:02:34.700
St Moritz 1948,1500m-men,44,AUT,Ferdinand Preindl,00:02:38.600
St Moritz 1948,1500m-men,45,BEL,Pierre Huylebroeck,00:02:40.200
St Moritz 1948,5000m-men,1,NOR,Reidar Liaklev,00:08:29.400
St Moritz 1948,5000m-men,2,NOR,Odd Lundberg,00:08:32.700
St Moritz 1948,5000m-men,3,SWE,Göthe Hedlund,00:08:34.800
St Moritz 1948,5000m-men,4,SWE,Gustav Harry Jansson,00:08:34.900
St Moritz 1948,5000m-men,5,NED,Jan Langedijk,00:08:36.200
St Moritz 1948,5000m-men,6,NED,Cornelis Broekman,00:08:37.300
St Moritz 1948,5000m-men,7,SWE,Ake Seyffarth,00:08:37.900
St Moritz 1948,5000m-men,8,FIN,Pentti Lammio,00:08:40.700
St Moritz 1948,5000m-men,9,FIN,Lauri Parkkinen,00:08:45.000
St Moritz 1948,5000m-men,10,HUN,Kornel Pajor,00:08:45.200
St Moritz 1948,5000m-men,11,GBR,John Dennis Cronshey,00:08:45.600
St Moritz 1948,5000m-men,12,NED,Anton Huiskes,00:08:46.400
St Moritz 1948,5000m-men,13,HUN,Ivan Ruttkay,00:08:46.900
St Moritz 1948,5000m-men,14,CAN,Craig Mackay,00:08:47.200
St Moritz 1948,5000m-men,15,FIN,Kalevi Laitinen,00:08:53.000
St Moritz 1948,5000m-men,16,SWE,Rune Hammarström,00:08:53.800
St Moritz 1948,5000m-men,17,USA,Raymond Edward Blum,00:08:54.400
St Moritz 1948,5000m-men,18,USA,Kenneth Henry,00:08:56.000
St Moritz 1948,5000m-men,19,GBR,Henry James Howes,00:08:56.600
St Moritz 1948,5000m-men,20,NED,Aad De Koning,00:08:57.600
St Moritz 1948,5000m-men,21,USA,Louis Rupprecht,00:08:58.400
St Moritz 1948,5000m-men,22,TCH,Vladimir Kolar,00:08:58.900
St Moritz 1948,5000m-men,23,NOR,Henry Hebbe,00:09:03.000
St Moritz 1948,5000m-men,24,AUT,Max Stiepl,00:09:05.000
St Moritz 1948,5000m-men,25,KOR,Hyo Chang Lee,00:09:05.400
St Moritz 1948,5000m-men,26,FIN,Antero Ojala,00:09:06.200
St Moritz 1948,5000m-men,27,USA,Richard Solem,00:09:10.400
St Moritz 1948,5000m-men,28,GBR,Thomas Ross,00:09:18.300
St Moritz 1948,5000m-men,29,HUN,Akos Elefky,00:09:18.600
St Moritz 1948,5000m-men,30,BEL,Pierre Huylebroeck,00:09:20.300
St Moritz 1948,5000m-men,31,ITA,Guido Caroli,00:09:21.300
St Moritz 1948,5000m-men,32,GBR,Dennis Blundell,00:09:22.200
St Moritz 1948,5000m-men,33,SUI,Heinz Hügelshofer,00:09:28.600
St Moritz 1948,5000m-men,34,SUI,Sepp Rogger,00:09:29.300
St Moritz 1948,5000m-men,35,HUN,Gedeon Ladanji,00:09:30.200
St Moritz 1948,5000m-men,36,ITA,Enrico Musolino,00:09:32.300
St Moritz 1948,5000m-men,37,ITA,Fernando Alloni,00:09:36.300
St Moritz 1948,5000m-men,38,KOR,Chung Kook Lee,00:09:36.700
St Moritz 1948,5000m-men,39,SUI,Alfred Altenburger,00:09:40.600
St Moritz 1948,10000m-men,1,SWE,Ake Seyffarth,00:17:26.300
St Moritz 1948,10000m-men,2,FIN,Lauri Parkkinen,00:17:36.000
St Moritz 1948,10000m-men,3,FIN,Pentti Lammio,00:17:42.700
St Moritz 1948,10000m-men,4,HUN,Kornel Pajor,00:17:45.600
St Moritz 1948,10000m-men,5,NED,Cornelis Broekman,00:17:54.700
St Moritz 1948,10000m-men,6,NED,Jan Langedijk,00:17:55.300
St Moritz 1948,10000m-men,7,NOR,Odd Lundberg,00:18:05.800
St Moritz 1948,10000m-men,8,SWE,Gustav Harry Jansson,00:18:08.000
St Moritz 1948,10000m-men,9,SWE,Rune Hammarström,00:18:39.600
St Moritz 1948,10000m-men,10,AUT,Max Stiepl,00:19:25.500
St Moritz 1948,10000m-men,11,USA,John Roland Werket,00:19:44.000
St Moritz 1948,10000m-men,12,BEL,Pierre Huylebroeck,00:19:54.800
St Moritz 1948,10000m-men,13,CAN,Craig Mackay,00:20:15.500
St Moritz 1948,10000m-men,14,NED,Anton Huiskes,00:20:16.400
St Moritz 1948,10000m-men,15,HUN,Ivan Ruttkay,00:20:16.500
St Moritz 1948,10000m-men,16,HUN,Janos Kilian,00:20:23.800
St Moritz 1948,10000m-men,17,USA,Louis Rupprecht,00:21:20.300
St Moritz 1948,10000m-men,18,USA,Arthur Francis Seaman,00:21:34.800
St Moritz 1948,10000m-men,19,USA,Richard Solem,00:26:22.400
Oslo 1952,500m-men,1,USA,Kenneth Henry,43.200
Oslo 1952,500m-men,2,USA,Donald Mcdermott,43.900
Oslo 1952,500m-men,3,CAN,Gordon Audley,44.000
Oslo 1952,500m-men,3,NOR,Arne Johansen,44.000
Oslo 1952,500m-men,5,NOR,Finn Helgesen,44.000
Oslo 1952,500m-men,6,NOR,Hroar Elvenes,44.100
Oslo 1952,500m-men,6,JPN,Kiyotaka Takabayashi,44.100
Oslo 1952,500m-men,8,NED,Gerardus Maarse,44.200
Oslo 1952,500m-men,8,FIN,Toivo Salonen,44.200
Oslo 1952,500m-men,10,NOR,Sigmund Søfteland,44.300
Oslo 1952,500m-men,11,USA,John Roland Werket,44.500
Oslo 1952,500m-men,12,JPN,Masanori Aoki,44.800
Oslo 1952,500m-men,12,SWE,Mats Bolmstedt,44.800
Oslo 1952,500m-men,12,CAN,Frank Stack,44.800
Oslo 1952,500m-men,15,USA,Robert Fitzgerald,44.900
Oslo 1952,500m-men,15,JPN,Sukenobu Kudo,44.900
Oslo 1952,500m-men,15,CAN,Craig Mackay,44.900
Oslo 1952,500m-men,18,JPN,Tsuneo Sato,45.200
Oslo 1952,500m-men,19,NED,Cornelis Pieter Van Der Elst,45.300
Oslo 1952,500m-men,19,NED,Willem Van Der Voort,45.300
Oslo 1952,500m-men,21,GBR,Norman Arthur Holwell,45.400
Oslo 1952,500m-men,21,FIN,Kalevi Laitinen,45.400
Oslo 1952,500m-men,23,SWE,Gunnar Ström,45.600
Oslo 1952,500m-men,24,FIN,Kauko Salomaa,45.700
Oslo 1952,500m-men,25,SWE,Stig Lindberg,45.900
Oslo 1952,500m-men,25,AUT,Franz Offenberger,45.900
Oslo 1952,500m-men,25,ITA,Enrico Musolino,45.900
Oslo 1952,500m-men,28,HUN,Ferenc Lörincz,46.100
Oslo 1952,500m-men,29,AUS,Colin Hickey,46.200
Oslo 1952,500m-men,30,CAN,Ralf Olin,46.500
Oslo 1952,500m-men,31,SWE,Bengt Malmsten,46.600
Oslo 1952,500m-men,32,HUN,Jozsef Merenyi,46.700
Oslo 1952,500m-men,33,GER,Theo Meding,46.800
Oslo 1952,500m-men,34,GBR,William Ashford Jones,46.900
Oslo 1952,500m-men,35,BEL,Robert Laboubee,47.200
Oslo 1952,500m-men,36,AUT,Konrad Pecher,47.300
Oslo 1952,500m-men,37,AUT,Arthur Mannsbarth,47.600
Oslo 1952,500m-men,38,ITA,Guido Citterio,48.200
Oslo 1952,500m-men,39,BEL,Jean Massez,49.200
Oslo 1952,1500m-men,1,NOR,Hjalmar Andersen,00:02:20.400
Oslo 1952,1500m-men,2,NED,Willem Van Der Voort,00:02:20.600
Oslo 1952,1500m-men,3,NOR,Roald Aas,00:02:21.600
Oslo 1952,1500m-men,4,SWE,Carl Erik Asplund,00:02:22.600
Oslo 1952,1500m-men,5,NED,Cornelis Broekman,00:02:22.800
Oslo 1952,1500m-men,6,FIN,Lauri Parkkinen,00:02:23.000
Oslo 1952,1500m-men,7,FIN,Kauko Salomaa,00:02:23.300
Oslo 1952,1500m-men,8,SWE,Sigvard Ericsson,00:02:23.400
Oslo 1952,1500m-men,8,NOR,Ivar Martinsen,00:02:23.400
Oslo 1952,1500m-men,10,HUN,Ferenc Lörincz,00:02:23.700
Oslo 1952,1500m-men,11,JPN,Tsuneo Sato,00:02:23.900
Oslo 1952,1500m-men,12,NED,Gerardus Maarse,00:02:24.300
Oslo 1952,1500m-men,12,USA,John Roland Werket,00:02:24.300
Oslo 1952,1500m-men,14,GBR,Norman Arthur Holwell,00:02:24.500
Oslo 1952,1500m-men,15,NOR,Nicolai Stene,00:02:24.800
Oslo 1952,1500m-men,16,CAN,Craig Mackay,00:02:25.000
Oslo 1952,1500m-men,17,USA,Kenneth Henry,00:02:25.000
Oslo 1952,1500m-men,18,USA,Pat Mcnamara,00:02:25.500
Oslo 1952,1500m-men,19,SWE,Gunnar Ström,00:02:25.800
Oslo 1952,1500m-men,20,AUT,Franz Offenberger,00:02:25.900
Oslo 1952,1500m-men,21,HUN,Jozsef Merenyi,00:02:26.100
Oslo 1952,1500m-men,22,AUT,Arthur Mannsbarth,00:02:26.600
Oslo 1952,1500m-men,23,JPN,Masanori Aoki,00:02:26.900
Oslo 1952,1500m-men,24,FIN,Kalevi Laitinen,00:02:27.100
Oslo 1952,1500m-men,25,FIN,Toivo Salonen,00:02:27.400
Oslo 1952,1500m-men,26,NED,Cornelis Pieter Van Der Elst,00:02:27.600
Oslo 1952,1500m-men,26,SWE,John Richard Wickström,00:02:27.600
Oslo 1952,1500m-men,28,USA,Donald Mcdermott,00:02:28.800
Oslo 1952,1500m-men,29,CAN,Ralf Olin,00:02:29.300
Oslo 1952,1500m-men,30,AUS,Colin Hickey,00:02:30.400
Oslo 1952,1500m-men,31,ITA,Enrico Musolino,00:02:30.700
Oslo 1952,1500m-men,32,ITA,Guido Citterio,00:02:30.800
Oslo 1952,1500m-men,33,JPN,Sukenobu Kudo,00:02:31.600
Oslo 1952,1500m-men,34,JPN,Kiyotaka Takabayashi,00:02:32.000
Oslo 1952,1500m-men,35,GBR,William Ashford Jones,00:02:32.200
Oslo 1952,1500m-men,36,AUT,Konrad Pecher,00:02:34.800
Oslo 1952,1500m-men,37,BEL,Robert Laboubee,00:02:36.400
Oslo 1952,1500m-men,38,GBR,John Graham Hearn,00:02:40.100
Oslo 1952,1500m-men,39,BEL,Jean Massez,fall
Oslo 1952,5000m-men,1,NOR,Hjalmar Andersen,00:08:10.600
Oslo 1952,5000m-men,2,NED,Cornelis Broekman,00:08:21.600
Oslo 1952,5000m-men,3,NOR,Sverre Haugli,00:08:22.400
Oslo 1952,5000m-men,4,NED,Anton Huiskes,00:08:28.500
Oslo 1952,5000m-men,5,NED,Willem Van Der Voort,00:08:30.600
Oslo 1952,5000m-men,6,SWE,Carl Erik Asplund,00:08:30.700
Oslo 1952,5000m-men,7,FIN,Pentti Lammio,00:08:31.900
Oslo 1952,5000m-men,8,AUT,Arthur Mannsbarth,00:08:36.300
Oslo 1952,5000m-men,9,NOR,Wiggo Kai Hansen,00:08:37.200
Oslo 1952,5000m-men,10,JPN,Yoshiyasu Gomi,00:08:38.600
Oslo 1952,5000m-men,11,SWE,Göthe Hedlund,00:08:39.200
Oslo 1952,5000m-men,12,FIN,Matti Tuomi,00:08:40.000
Oslo 1952,5000m-men,13,FIN,Kauko Salomaa,00:08:40.100
Oslo 1952,5000m-men,14,SWE,Sigvard Ericsson,00:08:40.800
Oslo 1952,5000m-men,15,JPN,Kazuhiko Sugawara,00:08:44.400
Oslo 1952,5000m-men,16,GBR,Norman Arthur Holwell,00:08:44.500
Oslo 1952,5000m-men,17,GBR,John Graham Hearn,00:08:47.000
Oslo 1952,5000m-men,18,SWE,John Richard Wickström,00:08:47.200
Oslo 1952,5000m-men,19,NED,Egbert Jan Van'T Oever,00:08:47.600
Oslo 1952,5000m-men,20,NOR,Yngvar Hafsund Karlsen,00:08:48.200
Oslo 1952,5000m-men,21,HUN,Ferenc Lörincz,00:08:51.200
Oslo 1952,5000m-men,22,FIN,Kalevi Laitinen,00:08:52.400
Oslo 1952,5000m-men,23,CAN,Craig Mackay,00:08:52.500
Oslo 1952,5000m-men,24,USA,Pat Mcnamara,00:08:53.400
Oslo 1952,5000m-men,25,CAN,Ralf Olin,00:08:54.200
Oslo 1952,5000m-men,26,HUN,Jozsef Merenyi,00:08:56.600
Oslo 1952,5000m-men,27,GER,Theo Meding,00:08:57.400
Oslo 1952,5000m-men,28,AUS,Colin Hickey,00:08:57.600
Oslo 1952,5000m-men,29,USA,Kenneth Henry,00:08:59.900
Oslo 1952,5000m-men,30,AUT,Franz Offenberger,00:09:03.000
Oslo 1952,5000m-men,31,GBR,William Ashford Jones,00:09:03.700
Oslo 1952,5000m-men,32,AUT,Konrad Pecher,00:09:04.900
Oslo 1952,5000m-men,33,USA,Charles William Burke,00:09:06.400
Oslo 1952,5000m-men,34,USA,Alfred George Broadhurst,00:09:09.200
Oslo 1952,5000m-men,35,BEL,Pierre Huylebroeck,00:09:34.400
Oslo 1952,10000m-men,1,NOR,Hjalmar Andersen,00:16:45.800
Oslo 1952,10000m-men,2,NED,Cornelis Broekman,00:17:10.600
Oslo 1952,10000m-men,3,SWE,Carl Erik Asplund,00:17:16.600
Oslo 1952,10000m-men,4,FIN,Pentti Lammio,00:17:20.500
Oslo 1952,10000m-men,5,NED,Anton Huiskes,00:17:25.500
Oslo 1952,10000m-men,6,NOR,Sverre Haugli,00:17:30.200
Oslo 1952,10000m-men,7,JPN,Kazuhiko Sugawara,00:17:34.000
Oslo 1952,10000m-men,8,FIN,Lauri Parkkinen,00:17:36.800
Oslo 1952,10000m-men,9,SWE,Göthe Hedlund,00:17:39.200
Oslo 1952,10000m-men,10,GBR,John Graham Hearn,00:17:41.500
Oslo 1952,10000m-men,11,AUT,Arthur Mannsbarth,00:17:44.200
Oslo 1952,10000m-men,12,FIN,Kauko Salomaa,00:17:49.600
Oslo 1952,10000m-men,13,SWE,Sigvard Ericsson,00:17:52.800
Oslo 1952,10000m-men,14,JPN,Yoshiyasu Gomi,00:17:53.000
Oslo 1952,10000m-men,15,GBR,Norman Arthur Holwell,fall
Oslo 1952,10000m-men,16,USA,Pat Mcnamara,00:18:02.400
Oslo 1952,10000m-men,17,HUN,Jozsef Merenyi,00:18:08.700
Oslo 1952,10000m-men,18,NOR,Yngvar Hafsund Karlsen,00:18:09.000
Oslo 1952,10000m-men,19,NED,Egbert Jan Van'T Oever,00:18:10.600
Oslo 1952,10000m-men,20,SWE,Gunnar Hallkvist,00:18:20.800
Oslo 1952,10000m-men,21,CAN,Ralf Olin,00:18:20.900
Oslo 1952,10000m-men,22,GER,Theo Meding,00:18:22.800
Oslo 1952,10000m-men,23,FIN,Matti Tuomi,00:18:24.400
Oslo 1952,10000m-men,24,CAN,Craig Mackay,00:18:25.500
Oslo 1952,10000m-men,25,USA,Alfred George Broadhurst,00:18:27.400
Oslo 1952,10000m-men,26,AUT,Franz Offenberger,00:18:44.200
Oslo 1952,10000m-men,27,USA,Charles William Burke,00:19:04.200
Oslo 1952,10000m-men,28,ITA,Guido Caroli,00:19:07.100
Cortina D Ampezzo 1956,500m-men,1,URS,Yevgeny Grishin,40.200
Cortina D Ampezzo 1956,500m-men,2,URS,Rafael Grach,40.800
Cortina D Ampezzo 1956,500m-men,3,NOR,Alv Gjestvang,41.000
Cortina D Ampezzo 1956,500m-men,4,URS,Yury Sergeyev,41.100
Cortina D Ampezzo 1956,500m-men,5,FIN,Toivo Salonen,41.700
Cortina D Ampezzo 1956,500m-men,6,USA,William Ambrose Carow,41.800
Cortina D Ampezzo 1956,500m-men,7,AUS,Colin Hickey,41.900
Cortina D Ampezzo 1956,500m-men,7,SWE,Bengt Malmsten,41.900
Cortina D Ampezzo 1956,500m-men,9,FIN,Matti Hamberg,42.200
Cortina D Ampezzo 1956,500m-men,9,FIN,Juhani Jouko Järvinen,42.200
Cortina D Ampezzo 1956,500m-men,11,JPN,Shinkichi Takemura,42.400
Cortina D Ampezzo 1956,500m-men,11,USA,John Roland Werket,42.400
Cortina D Ampezzo 1956,500m-men,13,NOR,Finn Einar Hodt,42.500
Cortina D Ampezzo 1956,500m-men,13,FIN,Yrjö Uimonen,42.500
Cortina D Ampezzo 1956,500m-men,15,SWE,Bertil Eng,42.600
Cortina D Ampezzo 1956,500m-men,16,NOR,Sigmund Søfteland,42.700
Cortina D Ampezzo 1956,500m-men,17,NOR,Hroar Elvenes,42.800
Cortina D Ampezzo 1956,500m-men,17,USA,Kenneth Henry,42.800
Cortina D Ampezzo 1956,500m-men,17,JPN,Yoshitaka Hori,42.800
Cortina D Ampezzo 1956,500m-men,17,TCH,Bohumil Jauris,42.800
Cortina D Ampezzo 1956,500m-men,21,GBR,John Dennis Cronshey,42.900
Cortina D Ampezzo 1956,500m-men,22,JPN,Taketsugu Asazaka,43.100
Cortina D Ampezzo 1956,500m-men,22,ITA,Guido Citterio,43.100
Cortina D Ampezzo 1956,500m-men,22,NED,Gerardus Maarse,43.100
Cortina D Ampezzo 1956,500m-men,25,CAN,Gordon Audley,43.200
Cortina D Ampezzo 1956,500m-men,25,FRA,Raymond Gilloz,43.200
Cortina D Ampezzo 1956,500m-men,25,USA,Donald Mcdermott,43.200
Cortina D Ampezzo 1956,500m-men,28,KOR,Yeong Jang,43.500
Cortina D Ampezzo 1956,500m-men,28,TCH,Vladimir Kolar,43.500
Cortina D Ampezzo 1956,500m-men,30,TCH,Jaroslav Doubek,43.600
Cortina D Ampezzo 1956,500m-men,30,JPN,Kiyotaka Takabayashi,43.600
Cortina D Ampezzo 1956,500m-men,32,AUT,Franz Offenberger,43.800
Cortina D Ampezzo 1956,500m-men,33,ITA,Guido Caroli,43.900
Cortina D Ampezzo 1956,500m-men,34,KOR,Yun Sik Jo,44.000
Cortina D Ampezzo 1956,500m-men,34,GER,Helmut Kuhnert,44.000
Cortina D Ampezzo 1956,500m-men,36,CAN,Ralf Olin,44.100
Cortina D Ampezzo 1956,500m-men,37,AUT,Ernst Biel,44.200
Cortina D Ampezzo 1956,500m-men,37,NED,Cornelis Broekman,44.200
Cortina D Ampezzo 1956,500m-men,37,SWE,Sigvard Ericsson,44.200
Cortina D Ampezzo 1956,500m-men,40,SUI,Erich Kull,44.300
Cortina D Ampezzo 1956,500m-men,41,AUT,Kurt Eminger,44.400
Cortina D Ampezzo 1956,500m-men,42,SWE,Gunnar Ström,44.700
Cortina D Ampezzo 1956,500m-men,43,NED,Wim De Graaff,44.900
Cortina D Ampezzo 1956,500m-men,44,GBR,Alexander Edminston Connell,45.200
Cortina D Ampezzo 1956,500m-men,45,GBR,John Graham Hearn,45.900
Cortina D Ampezzo 1956,1500m-men,1,URS,Yevgeny Grishin,00:02:08.600
Cortina D Ampezzo 1956,1500m-men,1,URS,Yury Mikhailov,00:02:08.600
Cortina D Ampezzo 1956,1500m-men,3,FIN,Toivo Salonen,00:02:09.400
Cortina D Ampezzo 1956,1500m-men,4,FIN,Juhani Jouko Järvinen,00:02:09.700
Cortina D Ampezzo 1956,1500m-men,5,URS,Robert Merkulov,00:02:10.300
Cortina D Ampezzo 1956,1500m-men,6,SWE,Sigvard Ericsson,00:02:11.000
Cortina D Ampezzo 1956,1500m-men,7,AUS,Colin Hickey,00:02:11.800
Cortina D Ampezzo 1956,1500m-men,8,URS,Boris Shilkov,00:02:11.900
Cortina D Ampezzo 1956,1500m-men,9,NOR,Knut Johannesen,00:02:12.200
Cortina D Ampezzo 1956,1500m-men,10,NOR,Roald Aas,00:02:12.900
Cortina D Ampezzo 1956,1500m-men,11,SWE,Bertil Eng,00:02:13.100
Cortina D Ampezzo 1956,1500m-men,11,NED,Wim De Graaff,00:02:13.100
Cortina D Ampezzo 1956,1500m-men,11,NED,Gerardus Maarse,00:02:13.100
Cortina D Ampezzo 1956,1500m-men,14,NED,Cornelis Broekman,00:02:13.100
Cortina D Ampezzo 1956,1500m-men,15,TCH,Bohumil Jauris,00:02:13.600
Cortina D Ampezzo 1956,1500m-men,16,NOR,Jan Kristiansen,00:02:13.700
Cortina D Ampezzo 1956,1500m-men,17,SWE,Bengt Malmsten,00:02:14.600
Cortina D Ampezzo 1956,1500m-men,18,FIN,Matti Hamberg,00:02:14.800
Cortina D Ampezzo 1956,1500m-men,19,GBR,John Dennis Cronshey,00:02:15.000
Cortina D Ampezzo 1956,1500m-men,20,USA,Pat Mcnamara,00:02:15.200
Cortina D Ampezzo 1956,1500m-men,21,JPN,Taketsugu Asazaka,00:02:15.400
Cortina D Ampezzo 1956,1500m-men,22,SWE,Gunnar Ström,00:02:15.600
Cortina D Ampezzo 1956,1500m-men,23,JPN,Yoshitaka Hori,00:02:15.900
Cortina D Ampezzo 1956,1500m-men,24,NOR,Hroar Elvenes,00:02:16.000
Cortina D Ampezzo 1956,1500m-men,25,USA,John Roland Werket,00:02:16.100
Cortina D Ampezzo 1956,1500m-men,26,FIN,Leo Tynkkynen,00:02:16.200
Cortina D Ampezzo 1956,1500m-men,27,ITA,Guido Citterio,00:02:16.500
Cortina D Ampezzo 1956,1500m-men,27,TCH,Vladimir Kolar,00:02:16.500
Cortina D Ampezzo 1956,1500m-men,29,KOR,Yeong Jang,00:02:16.700
Cortina D Ampezzo 1956,1500m-men,30,USA,Eugene Myron Sandvig,00:02:17.100
Cortina D Ampezzo 1956,1500m-men,31,AUT,Franz Offenberger,00:02:17.300
Cortina D Ampezzo 1956,1500m-men,32,AUT,Arthur Mannsbarth,00:02:17.400
Cortina D Ampezzo 1956,1500m-men,33,GBR,John Graham Hearn,00:02:17.500
Cortina D Ampezzo 1956,1500m-men,34,FRA,Raymond Gilloz,00:02:17.700
Cortina D Ampezzo 1956,1500m-men,35,GER,Hans Keller,00:02:18.100
Cortina D Ampezzo 1956,1500m-men,36,JPN,Shinkichi Takemura,00:02:18.300
Cortina D Ampezzo 1956,1500m-men,37,USA,Donald Mcdermott,00:02:18.600
Cortina D Ampezzo 1956,1500m-men,38,AUT,Kurt Eminger,00:02:19.000
Cortina D Ampezzo 1956,1500m-men,39,TCH,Jaroslav Doubek,00:02:19.200
Cortina D Ampezzo 1956,1500m-men,39,JPN,Yoshiyasu Gomi,00:02:19.200
Cortina D Ampezzo 1956,1500m-men,41,CAN,Ralf Olin,00:02:19.700
Cortina D Ampezzo 1956,1500m-men,42,ITA,Guido Caroli,00:02:20.000
Cortina D Ampezzo 1956,1500m-men,42,KOR,Yun Sik Jo,00:02:20.000
Cortina D Ampezzo 1956,1500m-men,44,KOR,Chong Soon Kim,00:02:20.500
Cortina D Ampezzo 1956,1500m-men,45,CAN,John Sands,00:02:20.700
Cortina D Ampezzo 1956,1500m-men,46,SUI,Jürg Rohrbach,00:02:21.700
